Cause of Death,Community Area,Community Area Name,Cumulative Deaths 2006 - 2010,Cumulative Deaths Rank,Average Annual Deaths 2006 - 2010,Average Crude Rate 2006 - 2010,Average Crude Rate Lower CI,Average Crude Rate Upper CI,Crude Rate Rank,Average Adjusted Rate 2006 - 2010,Average Adjusted Rate Lower CI,Average Adjusted Rate Upper CI,Adjusted Rate Rank,Average Annual Years of Potential Life Lost (YPLL) Rate 2006 - 2010,YPLL Rate RANK,WARNING
Stroke (cerebrovascular disease),51,South Deering,43,49,9,55.5,40.2,74.8,17,56.9,41,75.3,15,339,19,
Stroke (cerebrovascular disease),52,East Side,32,59,6,27.6,18.9,39,57,32.3,22.1,44.4,64,110,66,
Stroke (cerebrovascular disease),53,West Pullman,77,26,15,49.6,39.1,62,28,61.1,47.6,76.3,10,429,9,
Stroke (cerebrovascular disease),54,Riverdale,15,74,3,42,23.5,69.3,35,84.6,47,133,2,296,30,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Stroke (cerebrovascular disease),55,Hegewisch,28,67,6,59,39.2,85.3,13,47.4,31.4,66.6,29,194,38,
Stroke (cerebrovascular disease),56,Garfield Ridge,105,8,21,60.3,48.8,71.8,12,42.9,35,51.6,36,166,45,
Stroke (cerebrovascular disease),57,Archer Heights,27,69,5,40.8,26.9,59.4,36,47.9,31.5,67.8,28,199,37,
Stroke (cerebrovascular disease),58,Brighton Park,47,46,9,20.8,15.3,27.7,68,39.4,28.8,51.6,43,135,56,
Stroke (cerebrovascular disease),59,McKinley Park,31,63,6,39.5,26.8,56.1,38,54.8,36.9,76.1,19,398,13,
Stroke (cerebrovascular disease),60,Bridgeport,50,42,10,30.9,22.9,40.7,53,36.7,27.2,47.7,55,167,44,
Stroke (cerebrovascular disease),61,New City,61,34,12,26.6,20.3,34.2,59,49.1,37.1,62.8,26,243,31,
Stroke (cerebrovascular disease),62,West Elsdon,30,64,6,34,22.9,48.5,48,39.9,26.8,55.6,41,205,36,
Stroke (cerebrovascular disease),63,Gage Park,49,43,10,24.7,18.3,32.7,61,56.7,41.6,74.1,17,121,62,
Stroke (cerebrovascular disease),64,Clearing,70,28,14,60.9,47.5,76.9,10,56,43.7,69.9,18,240,33,
Stroke (cerebrovascular disease),65,West Lawn,47,46,9,28.9,21.2,38.4,55,38.2,28,50,49,91,68,
Stroke (cerebrovascular disease),66,Chicago Lawn,98,13,20,34.5,28,42,46,60.5,48.7,73.5,11,301,29,
Stroke (cerebrovascular disease),67,West Englewood,100,11,20,53.4,42.9,63.9,20,60.1,48.7,72.7,12,495,5,
Stroke (cerebrovascular disease),68,Englewood,100,11,20,61.4,49.4,73.4,8,66.8,54.3,80.5,5,440,7,
Stroke (cerebrovascular disease),69,Greater Grand Crossing,103,10,21,60.9,49.1,72.7,10,53.5,43.5,64.5,20,522,3,
Stroke (cerebrovascular disease),70,Ashburn,80,23,16,39.2,31.1,48.8,39,45.9,36.4,56.6,31,193,39,
Stroke (cerebrovascular disease),71,Auburn Gresham,158,2,32,63,53.2,72.8,7,59.2,50.2,68.9,13,375,16,
Stroke (cerebrovascular disease),72,Beverly,48,44,10,47,34.7,62.3,30,49.7,36.6,64.8,25,150,50,
Stroke (cerebrovascular disease),73,Washington Heights,96,14,19,70.7,57.3,86.3,5,52.7,42.6,63.9,23,363,17,
Stroke (cerebrovascular disease),74,Mount Greenwood,30,64,6,31.5,21.3,45,50,29.2,19.6,40.7,73,60,74,
Stroke (cerebrovascular disease),75,Morgan Park,65,31,13,56.3,43.5,71.8,16,43.3,33.3,54.5,35,334,20,
Stroke (cerebrovascular disease),76,O'Hare,32,59,6,50.8,34.7,71.7,24,44,30,60.5,33,174,42,
Stroke (cerebrovascular disease),77,Edgewater,90,18,18,31.2,25.1,38.4,51,31.2,25.1,38.1,67,127,60,
Stroke (cerebrovascular disease),0,Chicago,4941,,988,36.1,35.1,37.1,,42.6,41.4,43.8,,218,,
Suicide (intentional self-harm),1,Rogers Park,22,9,4,7.8,4.9,11.8,23,8.4,5.1,12.4,19,224,33,
Suicide (intentional self-harm),2,West Ridge,22,9,4,6.1,3.8,9.2,39,6.1,3.8,8.9,42,180,45,
Suicide (intentional self-harm),3,Uptown,26,6,5,9,5.9,13.2,16,9.1,5.9,12.9,14,276,21,
Suicide (intentional self-harm),4,Lincoln Square,13,25,3,6.4,3.4,10.9,35,6.1,3.2,10,42,225,32,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),5,North Center,16,19,3,10,5.7,16.2,11,9.2,4.9,14.7,13,309,14,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),6,Lake View,42,1,8,8.9,6.4,12,17,9.3,6.4,12.8,12,268,22,
Suicide (intentional self-harm),7,Lincoln Park,19,14,4,5.9,3.6,9.2,42,6.6,3.7,10.4,34,168,51,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),8,Near North Side,39,2,8,9.9,7,13.5,12,8.7,6.1,11.8,17,281,18,
Suicide (intentional self-harm),9,Edison Park,7,45,1,12.5,5,25.8,2,13.6,5.3,25.8,1,483,1,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),10,Norwood Park,23,7,5,12.4,7.9,18.6,3,10.7,6.6,15.8,6,281,18,
Suicide (intentional self-harm),11,Jefferson Park,15,21,3,11.8,6.6,19.5,4,10.6,5.9,16.6,7,338,10,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),12,Forest Glen,7,45,1,7.6,3.1,15.7,25,6.8,2.6,13,31,170,50,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),13,North Park,2,69,0,2.2,0.3,7.9,75,2.2,0.3,6.3,74,98,67,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),14,Albany Park,18,15,4,6.8,4,10.7,32,6.8,3.9,10.4,31,226,31,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),15,Portage Park,36,3,7,11.2,7.8,15.5,6,10.5,7.3,14.2,8,366,5,
Suicide (intentional self-harm),16,Irving Park,22,9,4,8.1,5.1,12.3,21,7.8,4.8,11.4,24,251,28,
Suicide (intentional self-harm),17,Dunning,22,9,4,10.5,6.6,15.9,8,9.6,6,14.1,10,280,20,
Suicide (intentional self-harm),18,Montclaire,4,61,1,6,1.6,15.4,40,6.5,1.8,14.2,36,97,68,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),19,Belmont Cragin,13,25,3,3.3,1.8,5.6,67,3.9,2,6.3,62,91,70,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),20,Hermosa,3,65,1,2.4,0.5,7,74,2.4,0.5,5.9,73,89,71,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),21,Avondale,17,16,3,8.5,5,13.6,18,8.3,4.8,12.8,20,308,15,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),22,Logan Square,16,19,3,4.3,2.5,7,55,4.2,2.4,6.6,59,164,53,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),23,Humboldt park,9,33,2,3.1,1.4,5.9,68,3.2,1.4,5.7,70,121,63,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),24,West Town,29,5,6,7,4.7,10.1,29,6.4,4,9.3,38,255,26,
Suicide (intentional self-harm),25,Austin,23,7,5,4.5,2.9,6.8,52,4.3,2.7,6.3,57,198,38,
Suicide (intentional self-harm),26,West Garfield Park,6,51,1,6.3,2.3,13.7,37,7.1,2.6,13.8,27,254,27,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),27,East Garfield Park,5,57,1,4.8,1.6,11.2,48,4.8,1.5,9.8,51,164,53,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),28,Near West Side,17,16,3,6.4,3.7,10.2,35,6.8,3.7,10.7,31,215,36,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),29,North Lawndale,8,40,2,4.3,1.9,8.5,55,4.6,2,8.3,54,163,55,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),30,South Lawndale,12,28,2,2.9,1.5,5.1,71,3.4,1.7,5.6,69,99,66,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),31,Lower West Side,9,33,2,4.8,2.2,9.1,48,5,2.1,8.9,49,176,46,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),32,Loop,13,25,3,9.7,5.2,16.6,13,9.6,4.8,16.1,10,291,17,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),33,Near South Side,9,33,2,9.5,4.3,18,14,7.1,3,12.9,27,346,9,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),34,Armour Square,2,69,0,3,0.4,10.8,69,2.2,0.3,6.3,74,30,76,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),35,Douglas,4,61,1,4,1.1,10.2,60,4.4,1.1,9.8,56,130,60,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),36,Oakland,1,74,0,3.4,0.1,18.9,66,3.2,0.1,11.8,70,181,43,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),37,Fuller Park,1,74,0,6.7,0.2,37.3,33,6.3,0.2,23.2,41,389,4,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),38,Grand Boulevard,7,45,1,6,2.4,12.4,40,6,2.4,11.2,44,165,52,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),39,Kenwood,5,57,1,5.6,1.8,13.1,43,5.9,1.9,12.2,45,217,35,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),40,Washington Park,5,57,1,8.2,2.7,19.1,20,8,2.5,16.4,23,362,6,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),41,Hyde Park,6,51,1,4.5,1.7,9.8,52,4.2,1.4,8.4,59,183,42,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),42,Woodlawn,6,51,1,4.9,1.8,10.7,47,5,1.8,9.9,49,223,34,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),43,South Shore,14,24,3,5.2,2.8,8.7,45,5.5,3,8.7,47,233,30,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),44,Chatham,12,28,2,7.4,3.8,12.9,27,7.6,3.9,12.6,25,260,24,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),45,Avalon Park,1,74,0,1.9,0,10.6,77,1.2,0,4.5,77,2,77,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),46,South Chicago,7,45,1,4.3,1.7,8.9,55,4.7,1.9,8.8,53,175,47,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),47,Burnside,1,74,0,6.7,0.2,37.3,33,6.4,0.2,23.6,38,406,2,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),48,Calumet Heights,2,69,0,2.8,0.3,10.1,72,3.8,0.5,10.7,65,146,59,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),49,Roseland,9,33,2,3.9,1.8,7.4,61,3.9,1.8,6.9,62,127,62,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),50,Pullman,3,65,1,7.8,1.6,22.8,23,7,1.4,16.9,29,158,56,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),51,South Deering,8,40,2,10.3,4.4,20.3,9,12,5.1,21.6,3,298,16,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),52,East Side,6,51,1,5.2,1.9,11.3,45,5.6,2,10.9,46,102,65,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),53,West Pullman,11,31,2,7.1,3.5,12.7,28,8.1,4,13.6,22,259,25,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),54,Riverdale,3,65,1,8.4,1.7,24.5,19,8.9,1.7,22,15,405,3,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),55,Hegewisch,2,69,0,4.2,0.5,15.2,59,4.1,0.5,11.4,61,109,64,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),56,Garfield Ridge,20,13,4,11.5,7,17.8,5,11.1,6.7,16.5,5,348,8,
Suicide (intentional self-harm),57,Archer Heights,2,69,0,3,0.4,10.8,69,3.5,0.4,9.7,68,68,74,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),58,Brighton Park,17,16,3,7.5,4.4,12,26,8.7,4.9,13.4,17,268,22,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),59,McKinley Park,3,65,1,3.8,0.8,11.1,63,4.3,0.8,10.7,57,82,73,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),60,Bridgeport,15,21,3,9.3,5.2,15.3,15,8.8,4.9,13.8,16,329,12,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),61,New City,6,51,1,2.6,1,5.7,73,3.1,1.1,6.1,72,87,72,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),62,West Elsdon,9,33,2,10.2,4.7,19.4,10,11.8,5.3,20.8,4,313,13,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),63,Gage Park,9,33,2,4.5,2.1,8.5,52,6.6,2.8,12,34,128,61,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),64,Clearing,8,40,2,7,3,13.8,29,6.9,3,12.5,30,198,38,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),65,West Lawn,9,33,2,5.5,2.5,10.4,44,6.5,2.9,11.4,36,187,41,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),66,Chicago Lawn,11,31,2,3.9,1.9,7,61,3.6,1.8,6.1,67,188,40,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),67,West Englewood,15,21,3,8,4.5,13.2,22,8.2,4.5,12.9,21,249,29,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),68,Englewood,7,45,1,4.3,1.7,8.9,55,5.1,2,9.6,48,155,57,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),69,Greater Grand Crossing,8,40,2,4.7,2,9.3,51,4.5,1.9,8.3,55,148,58,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),70,Ashburn,4,61,1,2,0.5,5.1,76,1.9,0.5,4.3,76,68,74,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),71,Auburn Gresham,12,28,2,4.8,2.5,8.4,48,4.8,2.4,7.9,51,172,49,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),72,Beverly,7,45,1,6.9,2.8,14.2,31,7.4,2.9,14,26,212,37,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),73,Washington Heights,5,57,1,3.7,1.2,8.6,64,3.7,1.2,7.8,66,95,69,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),74,Mount Greenwood,6,51,1,6.3,2.3,13.7,37,6.4,2.3,12.5,38,181,43,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),75,Morgan Park,4,61,1,3.5,1,9,65,3.9,1.1,8.6,62,175,47,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),76,O'Hare,8,40,2,12.7,5.5,25,1,13.3,5.6,24.1,2,349,7,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Suicide (intentional self-harm),77,Edgewater,32,4,6,11.1,7.6,15.7,7,10.1,6.9,13.9,9,332,11,
Suicide (intentional self-harm),0,Chicago,886,,177,6.5,6.1,6.9,,6.5,6.1,6.9,,211,,
